ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
642	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n51']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TFRC']
643	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n235']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TIMP1', 'VEGFA', 'FLT1', 'EGF', 'SERPINE1', 'ANGPT4', 'ANGPT2', 'ANGPT1', 'TEK']
644	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n11']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'SLC2A1']
645	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n30']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PDK1']
646	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n42']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'HK1', 'HK2', 'HK3', 'HKDC1']
647	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n43']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PFKL']
648	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n44']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'GAPDH']
649	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n45']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'ALDOA']
650	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n47']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PGK1']
651	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n48']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PFKFB3']
652	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n29']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'LDHA']
653	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n88']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'BCL2']
654	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n89']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'CDKN1A', 'CDKN1B']
655	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n46']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'ENO1', 'ENO2', 'ENO3', 'ENO4']
656	P2	3	HIF-1 signaling pathway	['n74', 'n91', 'n231']	['STAT3', 'ARNT', 'CREBBP', 'EP300', 'HIF1A', 'EDN1', 'NOS2', 'NOS3', 'HMOX1', 'NPPA']
657	P2	2	HIF-1 signaling pathway	['n91', 'n63']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TIMP1']
658	P2	2	HIF-1 signaling pathway	['n91', 'n64']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'LTBR']
659	P2	2	HIF-1 signaling pathway	['n91', 'n49']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'EPO']
660	P2	2	HIF-1 signaling pathway	['n91', 'n50']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TF']
661	P2	2	HIF-1 signaling pathway	['n91', 'n51']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TFRC']
662	P2	2	HIF-1 signaling pathway	['n91', 'n235']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'TIMP1', 'VEGFA', 'FLT1', 'EGF', 'SERPINE1', 'ANGPT4', 'ANGPT2', 'ANGPT1', 'TEK']
663	P2	2	HIF-1 signaling pathway	['n91', 'n11']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'SLC2A1']
664	P2	2	HIF-1 signaling pathway	['n91', 'n30']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PDK1']
665	P2	2	HIF-1 signaling pathway	['n91', 'n42']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'HK1', 'HK2', 'HK3', 'HKDC1']
666	P2	2	HIF-1 signaling pathway	['n91', 'n43']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PFKL']
667	P2	2	HIF-1 signaling pathway	['n91', 'n44']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'GAPDH']
668	P2	2	HIF-1 signaling pathway	['n91', 'n45']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'ALDOA']
669	P2	2	HIF-1 signaling pathway	['n91', 'n47']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PGK1']
670	P2	2	HIF-1 signaling pathway	['n91', 'n48']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'PFKFB3']
671	P2	2	HIF-1 signaling pathway	['n91', 'n29']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'LDHA']
672	P2	2	HIF-1 signaling pathway	['n91', 'n88']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'BCL2']
673	P2	2	HIF-1 signaling pathway	['n91', 'n89']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'CDKN1A', 'CDKN1B']
674	P2	2	HIF-1 signaling pathway	['n91', 'n46']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'ENO1', 'ENO2', 'ENO3', 'ENO4']
675	P2	2	HIF-1 signaling pathway	['n91', 'n231']	['ARNT', 'CREBBP', 'EP300', 'HIF1A', 'EDN1', 'NOS2', 'NOS3', 'HMOX1', 'NPPA']
676	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n107']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1', 'TEAD1', 'TEAD4', 'TEAD3', 'TEAD2']
677	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n108']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1', 'SMAD2', 'SMAD3', 'SMAD4']
678	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n109']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'SMAD1', 'SMAD4', 'YAP1']
679	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n110']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'LEF1', 'TCF7', 'TCF7L2', 'TCF7L1', 'TEAD1', 'TEAD4', 'TEAD3', 'TEAD2', 'YAP1']
680	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n93']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1']
681	P1	6	Hippo signaling pathway	['n578', 'n99', 'n6', 'n8', 'n33', 'n106']	['CDH1', 'WWC1', 'NF2', 'FRMD6', 'FRMD1', 'STK3', 'LATS2', 'LATS1', 'YAP1', 'WWTR1', 'YAP1', 'WWTR1', 'TP73']
682	P2	2	Hippo signaling pathway	['n93', 'n583', 'n585']	['YAP1', 'WWTR1', 'BIRC5', 'AREG', 'ITGB2', 'AFP', 'FGF1', 'Anti-apoptosis Pro-proliferation']
683	P2	3	Hippo signaling pathway	['n100', 'n54', 'n55']	['SMAD7', 'YAP1', 'TGFBR1', 'TGFBR2', 'SMAD2', 'SMAD3']
684	P2	2	Hippo signaling pathway	['n100', 'n55']	['SMAD7', 'YAP1', 'SMAD2', 'SMAD3']
685	P2	2	Hippo signaling pathway	['n104', 'n63']	['WWTR1', 'YWHAQ', 'YWHAB', 'YWHAE', 'YWHAG', 'YWHAH', 'YWHAZ', 'TPTEP2-CSNK1E', 'CSNK1D', 'CSNK1E']
686	P2	2	Hippo signaling pathway	['n106', 'n90', 'n586']	['YAP1', 'WWTR1', 'TP73', 'BBC3', 'Pro-apoptotic']
687	P2	2	Hippo signaling pathway	['n107', 'n582', 'n585']	['YAP1', 'WWTR1', 'TEAD1', 'TEAD4', 'TEAD3', 'TEAD2', 'CCN2', 'GLI2', 'Anti-apoptosis Pro-proliferation']
688	P2	2	Hippo signaling pathway	['n108', 'n581', 'n585']	['YAP1', 'WWTR1', 'SMAD2', 'SMAD3', 'SMAD4', 'SMAD7', 'SERPINE1', 'CCN2', 'Anti-apoptosis Pro-proliferation']
689	P2	2	Hippo signaling pathway	['n109', 'n579', 'n585']	['SMAD1', 'SMAD4', 'YAP1', 'ID2', 'ID1', 'Anti-apoptosis Pro-proliferation']
690	P2	2	Hippo signaling pathway	['n110', 'n584', 'n585']	['LEF1', 'TCF7', 'TCF7L2', 'TCF7L1', 'TEAD1', 'TEAD4', 'TEAD3', 'TEAD2', 'YAP1', 'SNAI2', 'SOX2', 'MYC', 'NKD1', 'CCND1', 'CCND2', 'CCND3', 'AXIN1', 'AXIN2', 'BIRC2', 'BIRC5', 'Anti-apoptosis Pro-proliferation']
691	P1	8	IL-17 signaling pathway	['n18', 'n29', 'n27', 'n4', 'n2', 'n1', 'n8', 'n12']	['IL17A', 'IL17RA', 'TRAF3IP2', 'TRAF6', 'MAP3K7', 'IKBKB', 'NFKBIA', 'NFKB1', 'RELA']
692	P1	6	IL-17 signaling pathway	['n18', 'n29', 'n27', 'n4', 'n37', 'n13']	['IL17A', 'IL17RA', 'TRAF3IP2', 'TRAF6', 'MAPK14', 'MAPK15', 'MAPK1', 'MAPK3', 'MAPK4', 'MAPK6', 'MAPK7', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK10', 'MAPK13', 'MAPK12', 'FOS', 'FOSB', 'JUN', 'JUND', 'FOSL1']
693	P2	2	IL-17 signaling pathway	['n12', 'n5']	['NFKB1', 'RELA', 'IL6']
694	P2	2	IL-17 signaling pathway	['n13', 'n5']	['FOS', 'FOSB', 'JUN', 'JUND', 'FOSL1', 'IL6']
695	P1	6	Insulin secretion	['n14', 'n6', 'n12', 'n8', 'n15', 'n11', 'n173']	['GCG', 'GLP1R', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
696	P1	6	Insulin secretion	['n47', 'n48', 'n12', 'n8', 'n15', 'n11', 'n173']	['GIP', 'GPR119', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
697	P1	6	Insulin secretion	['n49', 'n50', 'n12', 'n8', 'n15', 'n11', 'n173']	['ADCYAP1', 'ADCYAP1R1', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5']
698	P2	2	Insulin secretion	['n173', 'n24']	['PDX1', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'INS']
699	P1	10	Insulin signaling pathway	['n16', 'n36', 'n34', 'n38', 'n30', 'n31', 'n41', 'n33', 'n11', 'n9']	['INS', 'INSR', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ELK1']
700	P1	10	Insulin signaling pathway	['n16', 'n36', 'n64', 'n38', 'n30', 'n31', 'n41', 'n33', 'n11', 'n9']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ELK1']
701	P1	6	Insulin signaling pathway	['n16', 'n36', 'n64', 'n52', 'n65', 'n59', 'n55']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PRKCI', 'PRKCZ', 'SREBF1']
702	P1	7	Insulin signaling pathway	['n16', 'n36', 'n64', 'n52', 'n65', 'n62', 'n59', 'n55']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'PRKCI', 'PRKCZ', 'SREBF1']
703	P1	7	Insulin signaling pathway	['n16', 'n36', 'n64', 'n52', 'n65', 'n62', 'n51', 'n28']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'FOXO1']
704	P2	2	Insulin signaling pathway	['n28', 'n257', 'n263']	['FOXO1', 'PCK1', 'PCK2', 'FBP2', 'FBP1', 'G6PC2', 'G6PC', 'G6PC3', 'Glycolysis']
705	P2	2	Insulin signaling pathway	['n55', 'n256', 'n263']	['SREBF1', 'HK3', 'HK1', 'GCK', 'HK2', 'HKDC1', 'PKLR', 'Glycolysis']
706	P2	2	Insulin signaling pathway	['n55', 'n258', 'n262']	['SREBF1', 'FASN', 'ACACA', 'ACACB', 'Lipogenesis']
707	P1	4	JAK-STAT signaling pathway	['n38', 'n22', 'n15', 'n11']	['IL24', 'CSF2', 'CTF1', 'IFNL2', 'IFNL3', 'IFNL1', 'IL19', 'IFNE', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNA13', 'IFNA14', 'IFNA16', 'IFNA17', 'IFNA21', 'IFNB1', 'IFNG', 'IFNW1', 'IL2', 'IL3', 'IL4', 'IL5', 'IL6', 'IL7', 'IL9', 'IL10', 'IL11', 'IL12A', 'IL12B', 'IL13', 'IL15', 'LIF', 'OSM', 'IL20', 'IL22', 'IL23A', 'IL17D', 'IFNK', 'IL21', 'TSLP', 'IL22RA2', 'CNTFR', 'CSF2RA', 'CSF2RB', 'CSF3R', 'IL23R', 'IFNLR1', 'EGFR', 'EPOR', 'GHR', 'IFNAR1', 'IFNAR2', 'IFNGR1', 'IFNGR2', 'IL2RA', 'IL2RB', 'IL2RG', 'IL3RA', 'IL4R', 'IL5RA', 'IL6R', 'IL6ST', 'IL7R', 'IL9R', 'IL10RA', 'IL10RB', 'IL11RA', 'IL12RB1', 'IL12RB2', 'IL13RA1', 'IL13RA2', 'IL15RA', 'LEPR', 'LIFR', 'MPL', 'IL21R', 'PDGFRA', 'PDGFRB', 'IL20RA', 'IL20RB', 'PRLR', 'IL22RA1', 'CRLF2', 'OSMR', 'IL27RA', 'JAK1', 'JAK2', 'JAK3', 'TYK2', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6']
708	P1	4	JAK-STAT signaling pathway	['n42', 'n22', 'n15', 'n11']	['EGF', 'PDGFA', 'PDGFB', 'IL22RA2', 'CNTFR', 'CSF2RA', 'CSF2RB', 'CSF3R', 'IL23R', 'IFNLR1', 'EGFR', 'EPOR', 'GHR', 'IFNAR1', 'IFNAR2', 'IFNGR1', 'IFNGR2', 'IL2RA', 'IL2RB', 'IL2RG', 'IL3RA', 'IL4R', 'IL5RA', 'IL6R', 'IL6ST', 'IL7R', 'IL9R', 'IL10RA', 'IL10RB', 'IL11RA', 'IL12RB1', 'IL12RB2', 'IL13RA1', 'IL13RA2', 'IL15RA', 'LEPR', 'LIFR', 'MPL', 'IL21R', 'PDGFRA', 'PDGFRB', 'IL20RA', 'IL20RB', 'PRLR', 'IL22RA1', 'CRLF2', 'OSMR', 'IL27RA', 'JAK1', 'JAK2', 'JAK3', 'TYK2', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6']
709	P2	3	JAK-STAT signaling pathway	['n11', 'n43', 'n30']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'CDKN1A']
710	P2	3	JAK-STAT signaling pathway	['n11', 'n43', 'n34']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'AOX1']
711	P2	3	JAK-STAT signaling pathway	['n11', 'n43', 'n36']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'GFAP']
712	P2	7	JAK-STAT signaling pathway	['n11', 'n43', 'n263', 'n15', 'n3', 'n2', 'n35']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'SOCS2', 'SOCS1', 'SOCS4', 'SOCS7', 'SOCS3', 'SOCS5', 'SOCS6', 'CISH', 'JAK1', 'JAK2', 'JAK3', 'TYK2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'AKT3', 'AKT1', 'AKT2', 'MTOR']
713	P2	8	JAK-STAT signaling pathway	['n11', 'n43', 'n263', 'n15', 'n44', 'n4', 'n32', 'n33']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'SOCS2', 'SOCS1', 'SOCS4', 'SOCS7', 'SOCS3', 'SOCS5', 'SOCS6', 'CISH', 'JAK1', 'JAK2', 'JAK3', 'TYK2', 'GRB2', 'PTPN11', 'SOS1', 'SOS2', 'HRAS', 'RAF1']
714	P2	3	JAK-STAT signaling pathway	['n11', 'n43', 'n264']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'BCL2L1', 'BCL2', 'MCL1', 'PIM1']
715	P2	3	JAK-STAT signaling pathway	['n11', 'n43', 'n261']	['STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'STAT1', 'STAT2', 'STAT3', 'STAT4', 'STAT5A', 'STAT5B', 'STAT6', 'MYC', 'CCND1', 'CCND2', 'CCND3']
716	P1	7	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n31', 'n28', 'n29']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG']
717	P1	7	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n6', 'n163', 'n150']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
718	P1	6	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n6', 'n43']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
719	P1	9	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n162', 'n59', 'n6', 'n163', 'n150']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
720	P1	8	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n162', 'n59', 'n6', 'n43']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
721	P1	6	Longevity regulating pathway	['n20', 'n21', 'n24', 'n8', 'n9', 'n7', 'n4']	['IGF1', 'IGF1R', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO1', 'FOXO3']
722	P1	7	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n31', 'n28', 'n29']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG']
723	P1	7	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n6', 'n163', 'n150']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
724	P1	6	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n6', 'n43']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
725	P1	9	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n162', 'n59', 'n6', 'n163', 'n150']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
726	P1	8	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n162', 'n59', 'n6', 'n43']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
727	P1	6	Longevity regulating pathway	['n39', 'n40', 'n23', 'n8', 'n9', 'n7', 'n4']	['INS', 'INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO1', 'FOXO3']
728	P1	9	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n162', 'n59', 'n6', 'n163', 'n150']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
729	P1	8	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n162', 'n59', 'n6', 'n43']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
730	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n99', 'n101', 'n102']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'PPARGC1A']
