ULRID	C1-R1-TFs-ids	C1-R1-TFs-genes	C1-R1-ids	C1-R1-genes	C1-R1-PW	C1-R1-ID	C1-R1-TYPE	SocektPairs_TF	SocketPairs_Ligand
3346	NA	NA	NA	NA	NA	NA	NA	KDM5B	GHRL
3347	NA	NA	NA	NA	NA	NA	NA	SRY	GHRL
3348	NA	NA	NA	NA	NA	NA	NA	CUX1	GHRL
3349	NA	NA	NA	NA	NA	NA	NA	MYBL2	GHRL
3350	NA	NA	NA	NA	NA	NA	NA	BMI1	GHRL
3351	NA	NA	NA	NA	NA	NA	NA	JARID2	GHRL
3352	NA	NA	NA	NA	NA	NA	NA	FOXP3	CORT
3353	NA	NA	NA	NA	NA	NA	NA	AR	CORT
3354	NA	NA	NA	NA	NA	NA	NA	TP63	CORT
3355	NA	NA	NA	NA	NA	NA	NA	NANOG	CORT
3356	NA	NA	NA	NA	NA	NA	NA	TCF3	CORT
3357	NA	NA	NA	NA	NA	NA	NA	TP53	CORT
3358	NA	NA	NA	NA	NA	NA	NA	SETDB1	CORT
3359	NA	NA	NA	NA	NA	NA	NA	TET1	CORT
3360	NA	NA	NA	NA	NA	NA	NA	SALL4	CORT
3361	NA	NA	NA	NA	NA	NA	NA	DMRT1	CORT
3362	NA	NA	NA	NA	NA	NA	NA	ZIC3	CORT
3363	NA	NA	NA	NA	NA	NA	NA	DNAJC2	CORT
3364	NA	NA	NA	NA	NA	NA	NA	AR	TPH1
3365	NA	NA	NA	NA	NA	NA	NA	GATA1	TPH1
3366	NA	NA	NA	NA	NA	NA	NA	REST	TPH1
3367	NA	NA	NA	NA	NA	NA	NA	EOMES	TPH1
3368	NA	NA	NA	NA	NA	NA	NA	OLIG2	TPH1
3369	NA	NA	NA	NA	NA	NA	NA	GATA4	TPH1
3370	NA	NA	NA	NA	NA	NA	NA	SRF	TPH1
3371	NA	NA	NA	NA	NA	NA	NA	DACH1	PYY
3372	NA	NA	NA	NA	NA	NA	NA	TCF4	PYY
3373	NA	NA	NA	NA	NA	NA	NA	POU5F1	PYY
3374	NA	NA	NA	NA	NA	NA	NA	MITF	PYY
3375	NA	NA	NA	NA	NA	NA	NA	TP53	PYY
3376	NA	NA	NA	NA	NA	NA	NA	FOXA2	PYY
3377	NA	NA	NA	NA	NA	NA	NA	HNF4A	PYY
3378	NA	NA	NA	NA	NA	NA	NA	GATA1	PYY
3379	NA	NA	NA	NA	NA	NA	NA	YAP1	PYY
3380	NA	NA	NA	NA	NA	NA	NA	SUZ12	PYY
3381	NA	NA	NA	NA	NA	NA	NA	AR	NPY
3382	NA	NA	NA	NA	NA	NA	NA	SMAD4	NPY
3383	NA	NA	NA	NA	NA	NA	NA	KLF4	NPY
3384	NA	NA	NA	NA	NA	NA	NA	NANOG	NPY
3385	NA	NA	NA	NA	NA	NA	NA	TCF3	NPY
3386	NA	NA	NA	NA	NA	NA	NA	MITF	NPY
3387	NA	NA	NA	NA	NA	NA	NA	TP53	NPY
3388	NA	NA	NA	NA	NA	NA	NA	PPARG	NPY
3389	NA	NA	NA	NA	NA	NA	NA	TFAP2C	NPY
3390	NA	NA	NA	NA	NA	NA	NA	PPARD	NPY
3391	NA	NA	NA	NA	NA	NA	NA	OLIG2	NPY
3392	NA	NA	NA	NA	NA	NA	NA	SMARCA4	NPY
3393	NA	NA	NA	NA	NA	NA	NA	YAP1	NPY
3394	NA	NA	NA	NA	NA	NA	NA	CUX1	NPY
3395	NA	NA	NA	NA	NA	NA	NA	BMI1	NPY
3396	NA	NA	NA	NA	NA	NA	NA	PHC1	NPY
3397	NA	NA	NA	NA	NA	NA	NA	EZH2	NPY
3398	NA	NA	NA	NA	NA	NA	NA	RNF2	NPY
3399	NA	NA	NA	NA	NA	NA	NA	MTF2	NPY
3400	NA	NA	NA	NA	NA	NA	NA	SUZ12	NPY
3401	NA	NA	NA	NA	NA	NA	NA	JUN	NPY
3402	NA	NA	NA	NA	NA	NA	NA	CEBPB	NPY
3403	NA	NA	NA	NA	NA	NA	NA	FOXO1	NPY
3404	NA	NA	NA	NA	NA	NA	NA	EGR1	PPY
3405	NA	NA	NA	NA	NA	NA	NA	TP53	PPY
3406	NA	NA	NA	NA	NA	NA	NA	GATA1	PPY
3407	NA	NA	NA	NA	NA	NA	NA	SIN3B	PPY
3408	NA	NA	NA	NA	NA	NA	NA	FOXP1	PPY
3409	NA	NA	NA	NA	NA	NA	NA	TET1	PPY
3410	NA	NA	NA	NA	NA	NA	NA	SOX9	PPY
3411	NA	NA	NA	NA	NA	NA	NA	SRY	PPY
3412	NA	NA	NA	NA	NA	NA	NA	FOXP2	PPY
3413	NA	NA	NA	NA	NA	NA	NA	RAD21	PPY
3414	NA	NA	NA	NA	NA	NA	NA	SIN3A	PPY
3415	NA	NA	NA	NA	NA	NA	NA	AR	OXT
3416	NA	NA	NA	NA	NA	NA	NA	TP63	OXT
3417	NA	NA	NA	NA	NA	NA	NA	CREB1	OXT
3418	NA	NA	NA	NA	NA	NA	NA	RUNX1	OXT
3419	NA	NA	NA	NA	NA	NA	NA	MYC	OXT
3420	NA	NA	NA	NA	NA	NA	NA	TP53	OXT
3421	NA	NA	NA	NA	NA	NA	NA	ESR1	OXT
3422	NA	NA	NA	NA	NA	NA	NA	ZFP42	OXT
3423	NA	NA	NA	NA	NA	NA	NA	CTCF	OXT
3424	NA	NA	NA	NA	NA	NA	NA	EED	OXT
3425	NA	NA	NA	NA	NA	NA	NA	JARID2	OXT
3426	NA	NA	NA	NA	NA	NA	NA	MTF2	OXT
3427	NA	NA	NA	NA	NA	NA	NA	SUZ12	OXT
3428	NA	NA	NA	NA	NA	NA	NA	SOX11	OXT
3429	NA	NA	NA	NA	NA	NA	NA	NR0B1	OXT
3430	NA	NA	NA	NA	NA	NA	NA	ELK1	SST
3431	NA	NA	NA	NA	NA	NA	NA	AR	SST
3432	NA	NA	NA	NA	NA	NA	NA	STAT3	SST
3433	NA	NA	NA	NA	NA	NA	NA	CREB1	SST
3434	NA	NA	NA	NA	NA	NA	NA	SPI1	SST
3435	NA	NA	NA	NA	NA	NA	NA	POU5F1	SST
3436	NA	NA	NA	NA	NA	NA	NA	RCOR3	SST
3437	NA	NA	NA	NA	NA	NA	NA	SIN3B	SST
3438	NA	NA	NA	NA	NA	NA	NA	REST	SST
3439	NA	NA	NA	NA	NA	NA	NA	SETDB1	SST
3440	NA	NA	NA	NA	NA	NA	NA	EP300	SST
3441	NA	NA	NA	NA	NA	NA	NA	OLIG2	SST
3442	NA	NA	NA	NA	NA	NA	NA	SMARCA4	SST
3443	NA	NA	NA	NA	NA	NA	NA	RUNX2	SST
3444	NA	NA	NA	NA	NA	NA	NA	LMO2	SST
3445	NA	NA	NA	NA	NA	NA	NA	POU3F2	SST
3446	NA	NA	NA	NA	NA	NA	NA	CEBPB	SST
3447	NA	NA	NA	NA	NA	NA	NA	DROSHA	SST
3448	NA	NA	NA	NA	NA	NA	NA	SMAD4	SHANK1
3449	NA	NA	NA	NA	NA	NA	NA	E2F1	SHANK1
3450	NA	NA	NA	NA	NA	NA	NA	EGR1	SHANK1
3451	NA	NA	NA	NA	NA	NA	NA	MITF	SHANK1
3452	NA	NA	NA	NA	NA	NA	NA	FOXP1	SHANK1
3453	NA	NA	NA	NA	NA	NA	NA	ERG	SHANK1
3454	NA	NA	NA	NA	NA	NA	NA	NR3C1	SHANK1
3455	NA	NA	NA	NA	NA	NA	NA	EZH2	SHANK1
3456	n27	NFATC1,NFATC2,NFATC3,NFATC4	n27,n322	NFATC1,NFATC2,NFATC3,NFATC4,TRPC6,NPPB,MYH6,MYH7	cGMP-PKG signaling pathway	Route600	P2	NFATC1,NFATC2,NFATC3,NFATC4	TRPC6
3457	n87	ESR1,ESR2,NCOA2,NCOA3,NCOA1	n87,n83	ESR1,ESR2,NCOA2,NCOA3,NCOA1,TGFA	Estrogen signaling pathway	Route697	P2	ESR1,ESR2,NCOA2,NCOA3,NCOA1	TGFA
3458	NA	NA	NA	NA	NA	NA	NA	NFE2L2	MMP7
3459	NA	NA	NA	NA	NA	NA	NA	AR	MMP7
3460	NA	NA	NA	NA	NA	NA	NA	MYC	MMP7
3461	NA	NA	NA	NA	NA	NA	NA	SOX2	MMP7
3462	NA	NA	NA	NA	NA	NA	NA	ERG	MMP7
3463	NA	NA	NA	NA	NA	NA	NA	SMARCA4	MMP7
3464	NA	NA	NA	NA	NA	NA	NA	SOX17	MMP7
3465	NA	NA	NA	NA	NA	NA	NA	SUZ12	MMP7
3466	NA	NA	NA	NA	NA	NA	NA	POU3F2	MMP7
3467	NA	NA	NA	NA	NA	NA	NA	NR1H3	MMP7
3468	NA	NA	NA	NA	NA	NA	NA	FLI1	ERBB2
3469	NA	NA	NA	NA	NA	NA	NA	KLF4	ERBB2
3470	NA	NA	NA	NA	NA	NA	NA	NANOG	ERBB2
3471	NA	NA	NA	NA	NA	NA	NA	POU5F1	ERBB2
3472	NA	NA	NA	NA	NA	NA	NA	SOX2	ERBB2
3473	NA	NA	NA	NA	NA	NA	NA	EGR1	ERBB2
3474	NA	NA	NA	NA	NA	NA	NA	TP53	ERBB2
3475	NA	NA	NA	NA	NA	NA	NA	FOXA2	ERBB2
3476	NA	NA	NA	NA	NA	NA	NA	HNF4A	ERBB2
3477	NA	NA	NA	NA	NA	NA	NA	GATA2	ERBB2
3478	NA	NA	NA	NA	NA	NA	NA	FOXP1	ERBB2
3479	NA	NA	NA	NA	NA	NA	NA	PPARD	ERBB2
3480	NA	NA	NA	NA	NA	NA	NA	TET1	ERBB2
3481	NA	NA	NA	NA	NA	NA	NA	TRIM28	ERBB2
3482	NA	NA	NA	NA	NA	NA	NA	YAP1	ERBB2
3483	NA	NA	NA	NA	NA	NA	NA	WT1	ERBB2
3484	NA	NA	NA	NA	NA	NA	NA	DMRT1	ERBB2
3485	NA	NA	NA	NA	NA	NA	NA	TEAD4	ERBB2
3486	NA	NA	NA	NA	NA	NA	NA	YY1	ERBB2
3487	NA	NA	NA	NA	NA	NA	NA	TBX5	ERBB2
3488	NA	NA	NA	NA	NA	NA	NA	MTF2	ERBB2
3489	NA	NA	NA	NA	NA	NA	NA	SUZ12	ERBB2
3490	NA	NA	NA	NA	NA	NA	NA	LMO2	ERBB2
3491	NA	NA	NA	NA	NA	NA	NA	RELA	ERBB2
3492	n93	YAP1,WWTR1	n93,n583,n585	YAP1,WWTR1,BIRC5,AREG,ITGB2,AFP,FGF1,Anti-apoptosis Pro-proliferation	Hippo signaling pathway	Route932	P2	YAP1,WWTR1	AREG
3493	n67,n91	NFKB1,RELA,ARNT,CREBBP,EP300,HIF1A	n67,n91,n235	NFKB1,RELA,ARNT,CREBBP,EP300,HIF1A,TIMP1,VEGFA,FLT1,EGF,SERPINE1,ANGPT4,ANGPT2,ANGPT1,TEK	HIF-1 signaling pathway	Route874	P2	NFKB1,RELA,ARNT,CREBBP,EP300,HIF1A	EGF
3494	n74,n91	STAT3,ARNT,CREBBP,EP300,HIF1A	n74,n91,n235	STAT3,ARNT,CREBBP,EP300,HIF1A,TIMP1,VEGFA,FLT1,EGF,SERPINE1,ANGPT4,ANGPT2,ANGPT1,TEK	HIF-1 signaling pathway	Route893	P2	STAT3,ARNT,CREBBP,EP300,HIF1A	EGF
3495	n91	ARNT,CREBBP,EP300,HIF1A	n91,n235	ARNT,CREBBP,EP300,HIF1A,TIMP1,VEGFA,FLT1,EGF,SERPINE1,ANGPT4,ANGPT2,ANGPT1,TEK	HIF-1 signaling pathway	Route912	P2	ARNT,CREBBP,EP300,HIF1A	EGF
3496	NA	NA	NA	NA	NA	NA	NA	AR	ITIH2
3497	NA	NA	NA	NA	NA	NA	NA	FOXA2	ITIH2
3498	NA	NA	NA	NA	NA	NA	NA	HNF4A	ITIH2
3499	NA	NA	NA	NA	NA	NA	NA	ESR1	ITIH2
3500	NA	NA	NA	NA	NA	NA	NA	JUN	ITIH2
3501	NA	NA	NA	NA	NA	NA	NA	RELA	ITIH2
3502	NA	NA	NA	NA	NA	NA	NA	NR1I2	ITIH2
3503	NA	NA	NA	NA	NA	NA	NA	RARG	ITIH2
3504	NA	NA	NA	NA	NA	NA	NA	AHR	SYK
3505	NA	NA	NA	NA	NA	NA	NA	ARNT	SYK
3506	NA	NA	NA	NA	NA	NA	NA	ZNF217	SYK
3507	NA	NA	NA	NA	NA	NA	NA	AR	SYK
3508	NA	NA	NA	NA	NA	NA	NA	TCF4	SYK
3509	NA	NA	NA	NA	NA	NA	NA	TP63	SYK
3510	NA	NA	NA	NA	NA	NA	NA	CREB1	SYK
3511	NA	NA	NA	NA	NA	NA	NA	FLI1	SYK
3512	NA	NA	NA	NA	NA	NA	NA	RUNX1	SYK
3513	NA	NA	NA	NA	NA	NA	NA	MYC	SYK
3514	NA	NA	NA	NA	NA	NA	NA	SPI1	SYK
3515	NA	NA	NA	NA	NA	NA	NA	NANOG	SYK
3516	NA	NA	NA	NA	NA	NA	NA	POU5F1	SYK
3517	NA	NA	NA	NA	NA	NA	NA	SOX2	SYK
3518	NA	NA	NA	NA	NA	NA	NA	MITF	SYK
3519	NA	NA	NA	NA	NA	NA	NA	GATA1	SYK
3520	NA	NA	NA	NA	NA	NA	NA	RCOR3	SYK
3521	NA	NA	NA	NA	NA	NA	NA	SIN3B	SYK
3522	NA	NA	NA	NA	NA	NA	NA	REST	SYK
3523	NA	NA	NA	NA	NA	NA	NA	TAL1	SYK
3524	NA	NA	NA	NA	NA	NA	NA	SMARCA4	SYK
3525	NA	NA	NA	NA	NA	NA	NA	YAP1	SYK
3526	NA	NA	NA	NA	NA	NA	NA	SMAD2	SYK
3527	NA	NA	NA	NA	NA	NA	NA	SMAD3	SYK
3528	NA	NA	NA	NA	NA	NA	NA	NR3C1	SYK
3529	NA	NA	NA	NA	NA	NA	NA	RUNX2	SYK
3530	NA	NA	NA	NA	NA	NA	NA	SCLY	SYK
3531	NA	NA	NA	NA	NA	NA	NA	HOXB4	SYK
3532	NA	NA	NA	NA	NA	NA	NA	MECOM	SYK
3533	NA	NA	NA	NA	NA	NA	NA	TCF7	SYK
3534	NA	NA	NA	NA	NA	NA	NA	CTNNB1	SYK
3535	NA	NA	NA	NA	NA	NA	NA	RUNX1	CXCL9
3536	NA	NA	NA	NA	NA	NA	NA	MYC	CXCL9
3537	NA	NA	NA	NA	NA	NA	NA	EGR1	CXCL9
3538	NA	NA	NA	NA	NA	NA	NA	PPARG	CXCL9
3539	NA	NA	NA	NA	NA	NA	NA	SIN3B	CXCL9
3540	NA	NA	NA	NA	NA	NA	NA	REST	CXCL9
3541	NA	NA	NA	NA	NA	NA	NA	ESR1	CXCL9
3542	NA	NA	NA	NA	NA	NA	NA	RCOR1	CXCL9
3543	NA	NA	NA	NA	NA	NA	NA	RELA	CXCL9
3544	NA	NA	NA	NA	NA	NA	NA	PADI4	CXCL9
3545	NA	NA	NA	NA	NA	NA	NA	FLI1	GNRH2
3546	NA	NA	NA	NA	NA	NA	NA	RUNX1	GNRH2
3547	NA	NA	NA	NA	NA	NA	NA	TP53	GNRH2
3548	NA	NA	NA	NA	NA	NA	NA	EOMES	GNRH2
3549	NA	NA	NA	NA	NA	NA	NA	CUX1	GNRH2
3550	NA	NA	NA	NA	NA	NA	NA	RELA	GNRH2
3551	NA	NA	NA	NA	NA	NA	NA	SPI1	GNRH1
3552	NA	NA	NA	NA	NA	NA	NA	NANOG	GNRH1
3553	NA	NA	NA	NA	NA	NA	NA	TP53	GNRH1
3554	NA	NA	NA	NA	NA	NA	NA	HNF4A	GNRH1
3555	NA	NA	NA	NA	NA	NA	NA	POU3F2	GNRH1
3556	n356	NFKB1,RELA	n356,n1057	NFKB1,RELA,IL12A,IL12B,IL23A,TNF,IL1B,IL6,IL10	C-type lectin receptor signaling pathway	Route464	P2	NFKB1,RELA	IL6
3557	n357	NFKB1,RELA	n357,n1061	NFKB1,RELA,IL6,IL1B,TNF,IL23A	C-type lectin receptor signaling pathway	Route465	P2	NFKB1,RELA	IL6
3558	n358	NFKB1,RELA	n358,n1062	NFKB1,RELA,IL12B,IL12A,IL10,IL6	C-type lectin receptor signaling pathway	Route466	P2	NFKB1,RELA	IL6
3559	n360	BCL3,NFKB1	n360,n1064	BCL3,NFKB1,IL6,IL12B,IL12A,IL23A	C-type lectin receptor signaling pathway	Route468	P2	BCL3,NFKB1	IL6
3560	n362	NFKB1,RELA	n362,n1065	NFKB1,RELA,IL1B,IL12A,IL12B,IL6,IL23A	C-type lectin receptor signaling pathway	Route471	P2	NFKB1,RELA	IL6
3561	n58	NFKB1,RELA	n58,n468	NFKB1,RELA,IL1A,IL6,CXCL8,SERPINE1,IGFBP3,TGFB1,TGFB2,TGFB3	Cellular senescence	Route587	P2	NFKB1,RELA	IL6
3562	n60,n58	GATA4,NFKB1,RELA	n60,n59,n58,n468	GATA4,TRAF3IP2,NFKB1,RELA,IL1A,IL6,CXCL8,SERPINE1,IGFBP3,TGFB1,TGFB2,TGFB3	Cellular senescence	Route588	P2	GATA4,NFKB1,RELA	IL6
3563	n60,n58	GATA4,NFKB1,RELA	n60,n66,n58,n468	GATA4,IL1A,NFKB1,RELA,IL1A,IL6,CXCL8,SERPINE1,IGFBP3,TGFB1,TGFB2,TGFB3	Cellular senescence	Route589	P2	GATA4,NFKB1,RELA	IL6
3564	n39	NFKB1,RELA	n39,n47	NFKB1,RELA,IL6	Cytosolic DNA-sensing pathway	Route609	P2	NFKB1,RELA	IL6
3565	n53	NFKB1,RELA	n53,n65	NFKB1,RELA,IL6	Cytosolic DNA-sensing pathway	Route613	P2	NFKB1,RELA	IL6
3566	n12	NFKB1,RELA	n12,n5	NFKB1,RELA,IL6	IL-17 signaling pathway	Route943	P2	NFKB1,RELA	IL6
3567	n13	FOS,FOSB,JUN,JUND,FOSL1	n13,n5	FOS,FOSB,JUN,JUND,FOSL1,IL6	IL-17 signaling pathway	Route944	P2	FOS,FOSB,JUN,JUND,FOSL1	IL6
3568	n108	JUN	n108,n1039	JUN,IL1B,IL18,TNF,IL6	NOD-like receptor signaling pathway	Route1153	P2	JUN	IL6
3569	n228	NFKB1,RELA	n228,n1039	NFKB1,RELA,IL1B,IL18,TNF,IL6	NOD-like receptor signaling pathway	Route1157	P2	NFKB1,RELA	IL6
3570	n329	CREB3,CREB1,ATF2,ATF6B,CREB3L4,ATF4,CREB3L2,CREB3L3,CREB3L1,CREB5,CEBPB,FOS,JUN	n329,n328	CREB3,CREB1,ATF2,ATF6B,CREB3L4,ATF4,CREB3L2,CREB3L3,CREB3L1,CREB5,CEBPB,FOS,JUN,PTGS2,ICAM1,SELE,VCAM1,NOD2,EDN1,VEGFC,MMP9,MMP3,MMP14,JUNB,JUN,FOS,BCL3,NFKBIA,SOCS3,TNFAIP3,TRAF1,LTA,TNF,LIF,IL15,IL6,IL1B,FAS,IL18R1,JAG1,CSF2,CSF1,CXCL5,CXCL10,CX3CL1,CXCL1,CXCL2,CXCL3,CXCL1,CXCL2,CXCL3,CCL5,CCL2,CCL20,CXCL1,CXCL2,CXCL3	TNF signaling pathway	Route1655	P2	CREB3,CREB1,ATF2,ATF6B,CREB3L4,ATF4,CREB3L2,CREB3L3,CREB3L1,CREB5,CEBPB,FOS,JUN	IL6
3571	n82	NFKB1,RELA	n82,n286	NFKB1,RELA,IL12A,IL12B,IL1B,TNF,IL6	Toll-like receptor signaling pathway	Route1687	P2	NFKB1,RELA	IL6
3572	n85	FOS,JUN	n85,n286	FOS,JUN,IL12A,IL12B,IL1B,TNF,IL6	Toll-like receptor signaling pathway	Route1689	P2	FOS,JUN	IL6
3573	NA	NA	NA	NA	NA	NA	NA	AHR	IL6
3574	NA	NA	NA	NA	NA	NA	NA	ARNT	IL6
3575	NA	NA	NA	NA	NA	NA	NA	ZNF217	IL6
3576	NA	NA	NA	NA	NA	NA	NA	STAT3	IL6
3577	NA	NA	NA	NA	NA	NA	NA	MYC	IL6
3578	NA	NA	NA	NA	NA	NA	NA	SPI1	IL6
3579	NA	NA	NA	NA	NA	NA	NA	SOX2	IL6
3580	NA	NA	NA	NA	NA	NA	NA	GATA2	IL6
3581	NA	NA	NA	NA	NA	NA	NA	ERG	IL6
3582	NA	NA	NA	NA	NA	NA	NA	TAL1	IL6
3583	NA	NA	NA	NA	NA	NA	NA	TRIM28	IL6
3584	NA	NA	NA	NA	NA	NA	NA	SALL4	IL6
3585	NA	NA	NA	NA	NA	NA	NA	SOX17	IL6
3586	NA	NA	NA	NA	NA	NA	NA	KLF1	IL6
3587	NA	NA	NA	NA	NA	NA	NA	ATF3	IL6
3588	NA	NA	NA	NA	NA	NA	NA	HOXB4	IL6
3589	NA	NA	NA	NA	NA	NA	NA	YY1	IL6
3590	NA	NA	NA	NA	NA	NA	NA	MECOM	IL6
3591	NA	NA	NA	NA	NA	NA	NA	STAT4	IL6
3592	NA	NA	NA	NA	NA	NA	NA	SRF	IL6
3593	NA	NA	NA	NA	NA	NA	NA	TBX5	IL6
3594	NA	NA	NA	NA	NA	NA	NA	RAD21	IL6
3595	NA	NA	NA	NA	NA	NA	NA	JUN	IL6
3596	NA	NA	NA	NA	NA	NA	NA	POU3F2	IL6
3597	NA	NA	NA	NA	NA	NA	NA	RELA	IL6
3598	n11	NFATC1,NFATC2,NFATC3	n11,n89	NFATC1,NFATC2,NFATC3,IL17A	Th17 cell differentiation	Route1526	P2	NFATC1,NFATC2,NFATC3	IL17A
3599	n83	STAT3	n83,n89	STAT3,IL17A	Th17 cell differentiation	Route1538	P2	STAT3	IL17A
3600	n140	RORC	n140,n149	RORC,IL17A	Th17 cell differentiation	Route1551	P2	RORC	IL17A
3601	n169,n140	FOXP3,RORC	n169,n140,n149	FOXP3,RORC,IL17A	Th17 cell differentiation	Route1559	P2	FOXP3,RORC	IL17A
3602	n233	RORC,RORA	n233,n89	RORC,RORA,IL17A	Th17 cell differentiation	Route1563	P2	RORC,RORA	IL17A
3603	n235	HSP90AA1,HSP90AB1,AHR	n235,n89	HSP90AA1,HSP90AB1,AHR,IL17A	Th17 cell differentiation	Route1568	P2	HSP90AA1,HSP90AB1,AHR	IL17A
3604	NA	NA	NA	NA	NA	NA	NA	TCF4	IL17A
3605	NA	NA	NA	NA	NA	NA	NA	RUNX1	IL17A
3606	NA	NA	NA	NA	NA	NA	NA	TRIM28	IL17A
3607	NA	NA	NA	NA	NA	NA	NA	RELA	IL17A
3608	NA	NA	NA	NA	NA	NA	NA	EWSR1	IL17A
3609	NA	NA	NA	NA	NA	NA	NA	SMAD4	IL17F
3610	NA	NA	NA	NA	NA	NA	NA	PPARG	IL17F
3611	NA	NA	NA	NA	NA	NA	NA	HNF4A	IL17F
3612	NA	NA	NA	NA	NA	NA	NA	REST	IL17F
3613	NA	NA	NA	NA	NA	NA	NA	EOMES	IL17F
3614	NA	NA	NA	NA	NA	NA	NA	STAT4	IL17F
3615	NA	NA	NA	NA	NA	NA	NA	RELA	IL17F
3616	NA	NA	NA	NA	NA	NA	NA	EWSR1	IL17F
3617	NA	NA	NA	NA	NA	NA	NA	HTT	IL17F
3618	NA	NA	NA	NA	NA	NA	NA	ZNF217	KITLG
3619	NA	NA	NA	NA	NA	NA	NA	CEBPD	KITLG
3620	NA	NA	NA	NA	NA	NA	NA	NFE2L2	KITLG
3621	NA	NA	NA	NA	NA	NA	NA	PHF8	KITLG
3622	NA	NA	NA	NA	NA	NA	NA	AR	KITLG
3623	NA	NA	NA	NA	NA	NA	NA	STAT3	KITLG
3624	NA	NA	NA	NA	NA	NA	NA	TCF4	KITLG
3625	NA	NA	NA	NA	NA	NA	NA	TP63	KITLG
3626	NA	NA	NA	NA	NA	NA	NA	E2F1	KITLG
3627	NA	NA	NA	NA	NA	NA	NA	NANOG	KITLG
3628	NA	NA	NA	NA	NA	NA	NA	POU5F1	KITLG
3629	NA	NA	NA	NA	NA	NA	NA	SOX2	KITLG
3630	NA	NA	NA	NA	NA	NA	NA	TCF3	KITLG
3631	NA	NA	NA	NA	NA	NA	NA	EGR1	KITLG
3632	NA	NA	NA	NA	NA	NA	NA	TP53	KITLG
3633	NA	NA	NA	NA	NA	NA	NA	PPARG	KITLG
3634	NA	NA	NA	NA	NA	NA	NA	HNF4A	KITLG
3635	NA	NA	NA	NA	NA	NA	NA	E2F4	KITLG
3636	NA	NA	NA	NA	NA	NA	NA	ASH2L	KITLG
3637	NA	NA	NA	NA	NA	NA	NA	EP300	KITLG
3638	NA	NA	NA	NA	NA	NA	NA	SMARCA4	KITLG
3639	NA	NA	NA	NA	NA	NA	NA	SOX17	KITLG
3640	NA	NA	NA	NA	NA	NA	NA	RUNX2	KITLG
3641	NA	NA	NA	NA	NA	NA	NA	CUX1	KITLG
3642	NA	NA	NA	NA	NA	NA	NA	EZH2	KITLG
3643	NA	NA	NA	NA	NA	NA	NA	RNF2	KITLG
3644	NA	NA	NA	NA	NA	NA	NA	MTF2	KITLG
3645	NA	NA	NA	NA	NA	NA	NA	SUZ12	KITLG
3646	NA	NA	NA	NA	NA	NA	NA	POU3F2	KITLG
3647	NA	NA	NA	NA	NA	NA	NA	RELA	KITLG
3648	NA	NA	NA	NA	NA	NA	NA	BACH1	KITLG
3649	NA	NA	NA	NA	NA	NA	NA	ZIC3	KITLG
3650	NA	NA	NA	NA	NA	NA	NA	RARG	KITLG
3651	NA	NA	NA	NA	NA	NA	NA	TTF2	NCR3LG1
3652	NA	NA	NA	NA	NA	NA	NA	RUNX1	NCR3LG1
3653	NA	NA	NA	NA	NA	NA	NA	TP53	NCR3LG1
3654	NA	NA	NA	NA	NA	NA	NA	E2F4	NCR3LG1
3655	NA	NA	NA	NA	NA	NA	NA	PPARD	NCR3LG1
3656	NA	NA	NA	NA	NA	NA	NA	NR3C1	NCR3LG1
3657	NA	NA	NA	NA	NA	NA	NA	EWSR1	NCR3LG1
3658	NA	NA	NA	NA	NA	NA	NA	STAT6	NCR3LG1
3659	NA	NA	NA	NA	NA	NA	NA	TP63	ULBP1
3660	NA	NA	NA	NA	NA	NA	NA	FLI1	ULBP1
3661	NA	NA	NA	NA	NA	NA	NA	ERG	ULBP1
3662	NA	NA	NA	NA	NA	NA	NA	CUX1	ULBP1
3663	NA	NA	NA	NA	NA	NA	NA	EWSR1	ULBP1
3664	NA	NA	NA	NA	NA	NA	NA	VDR	HLA-E
3665	NA	NA	NA	NA	NA	NA	NA	XRN2	HLA-E
3666	NA	NA	NA	NA	NA	NA	NA	TP63	HLA-E
3667	NA	NA	NA	NA	NA	NA	NA	CREB1	HLA-E
3668	NA	NA	NA	NA	NA	NA	NA	MYC	HLA-E
3669	NA	NA	NA	NA	NA	NA	NA	NANOG	HLA-E
3670	NA	NA	NA	NA	NA	NA	NA	POU5F1	HLA-E
3671	NA	NA	NA	NA	NA	NA	NA	SOX2	HLA-E
3672	NA	NA	NA	NA	NA	NA	NA	EGR1	HLA-E
3673	NA	NA	NA	NA	NA	NA	NA	PPARG	HLA-E
3674	NA	NA	NA	NA	NA	NA	NA	GATA2	HLA-E
3675	NA	NA	NA	NA	NA	NA	NA	SIN3B	HLA-E
3676	NA	NA	NA	NA	NA	NA	NA	REST	HLA-E
3677	NA	NA	NA	NA	NA	NA	NA	GFI1B	HLA-E
3678	NA	NA	NA	NA	NA	NA	NA	SOX9	HLA-E
3679	NA	NA	NA	NA	NA	NA	NA	KLF1	HLA-E
3680	NA	NA	NA	NA	NA	NA	NA	SMAD2	HLA-E
3681	NA	NA	NA	NA	NA	NA	NA	SMAD3	HLA-E
3682	NA	NA	NA	NA	NA	NA	NA	RUNX2	HLA-E
3683	NA	NA	NA	NA	NA	NA	NA	MEIS1	HLA-E
3684	NA	NA	NA	NA	NA	NA	NA	RCOR1	HLA-E
3685	NA	NA	NA	NA	NA	NA	NA	BACH1	HLA-E
